contract_address,buyer,nft_address,token_id,price,tx_hash,block_number,block_hash,network,tx_index,log_index
0x3213eb712a2a97e06e9f13a1349ad49fa4331443,0xe78b9473f92b51ae2eba4e04b4c5d0f4c5a6e068,0xc84133c9e85f09aac39b6dcaa2d43415801f1c5f,3,10000000,0xfd69f69211c41cee0e802ea9727aa47fd53dc4ff68524130c966f1160f3d12d0,46330431,0xe263a3d9329ae422d13ee8609b5759691ece086894cc6da7a9da9992bcea1494,fuji
